job,count
social media influencer @whatsnewuk ,1
travel expert,1
mattress tester,1
arsenal chairwoman,1
own an @airbnb ,1
do more for #womaninbiz,1
nursery nurse,1
pub manager,1
self employed actress and youth theatre leader.,1
bartender (1996-2002),1
geometry tutor (1994-96),1
travel guidebook writer (1999-2001),1
film festival programmer (2010-13),1
theme park designer ('blue sky phase' only!) (2013),1
bakery assistant 🍞 ,1
sales assistant 💁‍♀️,1
cleaner at the tales of robin hood (which used to be on maid marian way. the life size wax figurines used to stare me😂) 🙈,1
social media marketer ✒,1
souvenir designer ,1
"english teacher (+esl, children &amp; adults)",1
translator (en-pt /pt-en),1
customer care support in a call center,1
dishwasher at boy scout camp 2. night security for drug rehab 3. rural newspaper delivery 4. soda jerk in a pharmacy 5. family physician. #5jobsivehad,1
shelf stacker at b&amp;q,1
bartender at wetherspoons,1
.net developer,1
php developer,1
bakery kitchen cleaner ,1
professional model painter ,1
prep technician ,1
studio videographer ,1
school uniform sales assistant ,1
charity shop volunteer,1
uni open day helper,1
call conversion for uni,1
trash human. ,1
ceo of disney,1
tesla inc car man,1
kebab shop worker,1
call centre,1
personal banker (i sold ppi),1
hard rock singer,1
pdsa charity shop volunteer,1
summer leisure scheme volunteer,1
youth club volunteer,1
avon rep,1
recruitment agency volunteer,1
jobs i have had,1
cleaner in a bakery,1
waitress in a cafe,1
silver service waitress in swanky restaurant,1
telex operator in reservations in a lovely hotel @thegrosvenor ,1
creative biscuit technology developer @foxs_biscuits,1
dog walker ,1
school video producer/editor ,1
local radio presenter,1
background actor ,1
cad specailist,1
extranet administrator,1
network administrator,1
pizza boy (by vespa),1
maker of erotic chocolate in a factory (the things you see on hen parties) ,1
head of birds of prey in a animal rehabilitation centre,1
care home kitchen assistant,1
zorb photographer,1
voice actor for a local dominoes pizza advert ,1
fudge packer (not kidding).,1
a waitress in a cocktail bar,1
worked in a second hand store (wore a raspberry beret) ,1
cover girl ,1
lineman ,1
private dancer ,1
jobs ive had #5jobsivehad ,1
school cleaner ,1
nightclub cleaner ,1
data clerk ,1
nursery assistant  ,1
shop assistant  #5jobsivehad,1
selling records,1
writing about records (doesn't really count as a job but allow it),1
"selling cosmetics (be nicer to people who work in shops, please)",1
"editor at an investment bank (yes, i know)",1
professional pedant,1
pet photographer (very proud of this one 📷🐶🐱),1
designer,1
web editor #5jobsivehad,1
lab technician,1
optical advisor,1
service &amp; quality manager,1
primary teacher,1
"bookseller (1st job aged 14, got into an argument with ian paisley, i won)",1
processing line in a chicken factory (don't eat chicken),1
waitress (don't grope waitresses),1
barmaid (don't grope barmaids),1
autograph seller,1
cinema usher.,1
kilt hire shop worker and tourist photograph kilt model.,1
cinema hot dog / popcorn dispensing operative.,1
"games workshop retail, games demonstration and model painting dogsbody.",1
doctor.,1
artist,1
aquarium tech,1
packing puddings in a christmas pudding factory (say that fast 3 times),1
ecotoxicologist,1
dundee cake decorator,1
digital marketing exec,1
senior ops manager for a maritime security company,1
import clerk for nyk,1
fishmonger https://t.co/rtemdbwpap,1
cleaner / bakery assistant in a* cutty sark museum (*not 'the'),1
santa's grotto elf,1
technician in a veterinary pathology lab,1
"ecological field surveyor (shorebirds, aquatic invertebrates, and amphibians my speciality)",1
deckhand on a viking longship,1
joiner’s labourer (loved it in summer) ,1
sales assistant in a high street retailer (or two...),1
bar man (boy!),1
general dog’s body at a company that sold photocopiers (eye opening!),1
dad 😊 (the best) https://t.co/opxv6bytt7,1
fundraising manager ,1
wealth management consultant ,1
corporate lawyer,1
commercial law arbitrator,1
banking customer service,1
newspaper delivery girl,1
£land shop assistant,1
118118 switchboard operator,1
benefits application processor ,1
warehouse picker and packer ,1
web admin,1
retail assistance ,1
entrepreneur of my own mofo businessssssss🤑,1
shop manager,1
court usher,1
session coordinator,1
lorry driver,1
transport manager,1
publican,1
toby,1
software scrum master ,1
museum project coordinator,1
animatronic dinosaur exhibit pm,1
court judicial clerk in colorado ,1
spa therapist,1
administration assistant ,1
senior beauty therapist ,1
café assistant ,1
waitress/kitchen/bar staff,1
bra fitter ,1
support worker with adults with ld,1
occupational therapist with children with down syndrome ,1
flyer distributor (outside of tube stations at 5am 🙌),1
fulltime babysitter,1
waitress (food running &amp; cleaning toilets included!),1
copyboy at irish press newspaper.,1
band manager for whipping boy.,1
assistant hofmeister at odenwald fruit factory.,1
burger flipper at burger king comm ave boston.,1
hack at dublin event guide #5jobsivehad,1
business intelligence consultant,1
car salesperson,1
payroll admin,1
assembling information binders for a paint company,1
shifting furniture in a mental health facility,1
railway station platform/ticket office staff,1
supervisor/acting manager at ann summers,1
phone monkey in various call centres,1
paper round ,1
volunteer assistant forensic psychologist ,1
careers adviser ,1
education and awareness co-ordinator ,1
nursery practitioner ,1
interim university lecturer ,1
legal secretary/ trainee/ solicitor ,1
town farm farmer at a very popular theme park by the seaside,1
photo processing at a local newspaper,1
engineer,1
communications thingi-mi-bob,1
 care assistant,1
 civil servant,1
 personal adviser,1
 careers adviser,1
high-rise flats cleaner,1
english language teacher,1
minister of religion,1
theological college principal,1
market florist,1
factory drudge,1
charity phone drudge,1
nerd -&gt; human -&gt; nerd translator,1
camp counsellor ,1
healthcare assistant ,1
cardiology nurse,1
mothercare sales assistant,1
semi-pro snooker player (is that a job or a full-time hobby?),1
bookshop owner,1
candelabrum technician,1
sacristan,1
invigilator,1
junior sales manager,1
odor monitor at a landfill,1
forensic anthropology intern,1
research fellow at a university,1
senior care assistant ,1
off licence night manager,1
party planner,1
hostel skivvy,1
hgv driver,1
aircraft technician,1
butcher’s assistant,1
crash recovery technician ,1
criminal intelligence officer,1
rollercoaster operator/team leader,1
criminal justice clerk,1
staying,1
at ,1
home,1
doing,1
nothing,1
shop assistant selling barbour jackets,1
park keeper,1
call centre worker in a bank,1
school admissions assistant,1
marketing assistant #5jobsivehad,1
cameraman filming horse racing,1
agricultural supplies salesman,1
record shop employee (ourprice),1
"worked for a gas company, i've forgotten what i actually did",1
recruitment consultant,1
lighting board operator at medieval times..,1
data entry at an insurance company,1
voice-over actor,1
media analyst at ad agency,1
market research phone monkey,1
comic shop worker,1
cinema worker,1
media co-ordinator for a gallery,1
floor supervisor at a club,1
maintenance scheduler,1
movie theater associate,1
online course support specialist,1
freelance author,1
manager of heath food/ supplement store,1
delivery driver of medical equipment,1
it manager for skateboard/apparel retailer,1
directory enquiries/100 operator,1
tech support for large supermarket’s mobile phone division. ,1
retrieving lobsters from jayne mansfield’s bum,1
cleaning up all the phlegm winston churchill has gobbed into his bucket,1
bacon factory,1
hozelock,1
luggage warehouse ,1
maths and english tutor,1
shoe shop assistant,1
carer for the british legion,1
special needs camp counsellor ,1
baked potato fast food catering assistant,1
video game retailer,1
bra fitter,1
newspaper cartoonist,1
electronics engineer.,1
tax inspector.,1
tv camera operator.,1
customer services.,1
club promoter.,1
manager for a social care charity,1
admin assistant for dwp,1
bingo caller,1
macdonalds (first job),1
waitress (all through university),1
bar person (ditto),1
shirt selling from suitcase in office blocks (one hot summer),1
making lazy susans (one year i had no work),1
cafe dogsbody,1
kitchen porter in italian restaurant,1
postdoctoral researcher in climate change,1
technical writer for open source software team,1
freelance writer/editor/proofreader,1
software marketing manager,1
pr officer for disabled children's charity,1
freelance copywriter,1
print room assistant,1
shop assistant on records &amp; cds in woolworths ,1
auxiliary nurse,1
air steward,1
bilingual secretary #5jobsivehad,1
call centre ,1
marketing consultant ,1
english and maths teaching assistant,1
pr intern ,1
pr account manager ,1
retail drone at a music store chain ,1
apprentice butcher,1
manager at an equestrian launderette,1
picker in a distribution factory,1
adult learning tutor,1
training centre manager,1
careers advisor,1
estate agent,1
volunteer @wffthailand ,1
press officer (comic relief to the cabinet office),1
construction worker; underage,1
urban pharmacist,1
pushed carts at shoprite &amp; home depot,1
a hand job in the movie theaters,1
ski holiday rep,1
bakery shop manager,1
call centre supervisor,1
pizza hut kitchen manager https://t.co/h4ermequp2,1
jobs que j'ai faits #5jobs #5jobsivehad : ,1
enrouleur de bobines de #cuivre,1
concepteur d'ateliers flexibles,1
ingénieur #automobile ,1
responsable de rubrique dans des magazines de #running / #auteur ,1
prof de #maths en #prepahec https://t.co/pbn7k0k7pi,1
waiting tables while in college,1
training air assault troops and working as a liaison officer in the army,1
professional beer taster,1
nurse (lpn),1
managing software development teams,1
newspaper advertising sales,1
debt collector! (for hbos by telephone),1
barrister https://t.co/oyfluwq5t1,1
wine waitress at ethiad stadium for boxes,1
front of chip shop,1
waitress for the ashes at old trafford,1
head chef in a mexican restaurant,1
window cleaner,1
silver service waiter,1
publisher https://t.co/eh3utngd44,1
boots shop assistant,1
part time dj,1
smut scribbler,1
rock journalist,1
tabloid sub editor,1
selling phone books door-to-door in a foreign country,1
limo driver,1
bank customer service rep,1
creative director,1
"technical support (retail desktop, government, corporate)",1
cell phone customer service,1
casino accountant,1
freelance tabletop gaming/role playing game columnist,1
preschool extra help ,1
summer extra help to clean beach restrooms. ,1
college bookstore cashier,1
library clerk (later changed to library assistant.) still doing that one but thinking of a change.,1
"order taker at fast food restaurant, age 16",1
"draftsman’s assistant, age 16-17",1
"shelving books on campus library, age 20-21",1
"honor student programmer for the university, age 22-23",1
"computer programmer, coder, age 23-present",1
